iter	Logloss
0	0.5926969
1	0.5078306005
2	0.4311309626
3	0.371099917
4	0.3177755562
5	0.2738408527
6	0.267594266
7	0.2659671657
8	0.2366678802
9	0.2334216621
10	0.2203125193
11	0.2168683056
12	0.2133905263
13	0.1873261431
14	0.1647750075
15	0.1605426889
16	0.1533577832
17	0.149781672
18	0.1461040703
19	0.144471722
20	0.1433827088
21	0.1402007557
22	0.1376877283
23	0.1339996112
24	0.1300711417
25	0.1294972581
26	0.1229550853
27	0.1219830598
28	0.1215596605
29	0.1201958786
30	0.1182693899
31	0.1179125188
32	0.117660492
33	0.1174080817
34	0.1172147462
35	0.1168052985
36	0.116041004
37	0.114440579
38	0.1142867792
39	0.1142045193
40	0.1137191421
41	0.1128388806
42	0.1118866155
43	0.1117124833
44	0.1114376617
45	0.1080170006
46	0.107683417
47	0.1073634654
48	0.1065102963
49	0.1062377663
50	0.1051962837
51	0.104278218
52	0.1041920074
53	0.1041306594
54	0.1040496254
55	0.1038937688
56	0.1006814099
57	0.1002767605
58	0.1001333244
59	0.09961357021
60	0.09939893204
61	0.09932223948
62	0.09889260432
63	0.0981034116
64	0.09785317773
65	0.09720527976
66	0.09680891492
67	0.09673386752
68	0.09582934344
69	0.09211101728
70	0.08415615033
71	0.08237456844
72	0.07679375453
73	0.07637812566
74	0.07634283518
75	0.07577606712
76	0.07157042374
77	0.06886519963
78	0.06798741642
79	0.06381492521
80	0.06187456822
81	0.05791965349
82	0.056698527
83	0.05552951045
84	0.05409806229
85	0.05339036205
86	0.05116886089
87	0.05040241142
88	0.04739880158
89	0.04520088559
90	0.04464077841
91	0.04352549367
92	0.04266606575
93	0.03968378501
94	0.03941134458
95	0.03662637226
96	0.03586393307
97	0.03543359533
98	0.03462082375
99	0.03388243532
100	0.03336679236
101	0.03237874063
102	0.03155475942
103	0.03105398543
104	0.03052673152
105	0.03018174533
106	0.02979970756
107	0.02860220837
108	0.02706085845
109	0.02628506256
110	0.02593669044
111	0.02534717906
112	0.02495221214
113	0.02381433821
114	0.0228192646
115	0.02159989961
116	0.0206420021
117	0.02018093284
118	0.01962059734
119	0.01930309254
120	0.01907631433
121	0.01893709614
122	0.01857964696
123	0.01808749117
124	0.01787549499
125	0.01760656195
126	0.01752687838
127	0.01718722233
128	0.01684885276
129	0.01672336866
130	0.01662212895
131	0.01642785159
132	0.01629230839
133	0.01614528877
134	0.01592372645
135	0.0157341998
136	0.01551426615
137	0.01530122567
138	0.01491361765
139	0.01456215656
140	0.01434419298
141	0.01425356723
142	0.01399938913
143	0.01382507397
144	0.01364922854
145	0.01346896341
146	0.01335659567
147	0.01322169019
148	0.01299443975
149	0.01283759922
150	0.01268278805
151	0.01259857099
152	0.01223743403
153	0.01201962658
154	0.01182176724
155	0.0115937462
156	0.01147602378
157	0.0113922639
158	0.01132800026
159	0.01122148629
160	0.01114725917
161	0.01106452772
162	0.01097268791
163	0.010754745
164	0.0106639417
165	0.01057676271
166	0.01037921408
167	0.01025911654
168	0.01010322392
169	0.009971047313
170	0.009904026958
171	0.009810578151
172	0.009649542098
173	0.009529259417
174	0.009412792772
175	0.009287655975
176	0.009135636234
177	0.009058226139
178	0.009014469723
179	0.00895026516
180	0.008883499237
181	0.008806517301
182	0.008720733846
183	0.008683236441
184	0.008580974062
185	0.008478600465
186	0.008435028211
187	0.008325008305
188	0.008291775021
189	0.008234504755
190	0.008179183904
191	0.008049221599
192	0.007975197044
193	0.007893275924
194	0.007833783601
195	0.007759727594
196	0.007695455612
197	0.007654271577
198	0.007442714601
199	0.007370739499
200	0.007326046175
201	0.007285398898
202	0.007192425471
203	0.007150091378
204	0.007108050199
205	0.007063791318
206	0.007034051409
207	0.006958354992
208	0.006919520148
209	0.006869159707
210	0.006811971479
211	0.006776943951
212	0.006736309367
213	0.006704555434
214	0.006636774921
215	0.006595507331
216	0.006545716614
217	0.006498401649
218	0.006459128379
219	0.006409435332
220	0.00636714671
221	0.006338968853
222	0.006305027724
223	0.006235213009
224	0.006172209975
225	0.006126951474
226	0.006068746287
227	0.006025648078
228	0.005986122818
229	0.005953186617
230	0.005924967361
231	0.005904325325
232	0.005847413055
233	0.005818459429
234	0.005761561558
235	0.005730804784
236	0.005694803782
237	0.00565276876
238	0.005575247136
239	0.005538541415
240	0.005473570303
241	0.005419914763
242	0.005385289947
243	0.005341373244
244	0.005318178248
245	0.005270940772
246	0.005224848337
247	0.005186097424
248	0.005138973915
249	0.005108597494
250	0.005070725704
251	0.005003556881
252	0.004971536275
253	0.004902813831
254	0.004869189395
255	0.004817716788
256	0.004786127217
257	0.004760601789
258	0.004734371737
259	0.004708734335
260	0.00469329134
261	0.004584117905
262	0.004556388704
263	0.004529202606
264	0.004506518221
265	0.00447420129
266	0.00443115471
267	0.004404964351
268	0.004373737418
269	0.004346383453
270	0.004346328508
271	0.004346217008
272	0.004337534918
273	0.00431393617
274	0.004292240229
275	0.004241185963
276	0.004200151606
277	0.004164302176
278	0.004138370438
279	0.004121397885
280	0.004109868689
281	0.004096963307
282	0.00406350797
283	0.004024807834
284	0.00399598494
285	0.00397693546
286	0.003952702664
287	0.003929104106
288	0.003872792348
289	0.003854113842
290	0.003835013775
291	0.003805576632
292	0.003774613056
293	0.003752879033
294	0.003744053138
295	0.003711892327
296	0.003684124759
297	0.003667992676
298	0.003640810273
299	0.00360760522
300	0.003592124522
301	0.003592015484
302	0.003591934866
303	0.003591923972
304	0.003591923972
305	0.003591923972
306	0.003591923972
307	0.003591923972
308	0.003591923972
309	0.003591923972
310	0.003591923972
311	0.003591923972
312	0.003591923972
313	0.003591923972
314	0.003591923972
315	0.003591923972
316	0.003591923972
317	0.003591923972
318	0.003591923972
319	0.003591923972
320	0.003591923972
321	0.003591923972
322	0.003591923972
323	0.003591923972
324	0.003591923972
325	0.003591923972
326	0.003591923972
327	0.003591923972
328	0.003591923972
329	0.003591923972
330	0.003591923972
331	0.003591923972
332	0.003591923972
333	0.003591923972
334	0.003591923972
335	0.003591923972
336	0.003591923972
337	0.003591923972
338	0.003591923972
339	0.003591923972
340	0.003591923972
341	0.003591923972
342	0.003591923972
343	0.003591923972
344	0.003591923972
345	0.003591923972
346	0.003591923972
347	0.003591923972
348	0.003591923972
349	0.003591923972
350	0.003591923972
351	0.003591923972
352	0.003591923972
353	0.003591923972
354	0.003591923972
355	0.003591923972
356	0.003591923972
357	0.003591923972
358	0.003591923972
359	0.003591923972
360	0.003591923972
361	0.003591923972
362	0.003591923972
363	0.003591923972
364	0.003591923972
365	0.003591923972
366	0.003591923972
367	0.003591923972
368	0.003591923972
369	0.003591923972
370	0.003591923972
371	0.003591923972
372	0.003591923972
373	0.003591923972
374	0.003591923972
375	0.003591923972
376	0.003591923972
377	0.003591923972
378	0.003591923972
379	0.003591923972
380	0.003591923972
381	0.003591923972
382	0.003591923972
383	0.003591923972
384	0.003591923972
385	0.003591923972
386	0.003591923972
387	0.003591923972
388	0.003591923972
389	0.003591923972
390	0.003591923972
391	0.003591923972
392	0.003591923972
393	0.003591923972
394	0.003591923972
395	0.003591923972
396	0.003591923972
397	0.003591923972
398	0.003591923972
399	0.003591923972
400	0.003591923972
401	0.003591923972
402	0.003591923972
403	0.003591923972
404	0.003591923972
405	0.003591923972
406	0.003591923972
407	0.003591923972
408	0.003591923972
409	0.003591923972
410	0.003591923972
411	0.003591923972
412	0.003591923972
413	0.003591923972
414	0.003591923972
415	0.003591923972
416	0.003591923972
417	0.003591923972
418	0.003591923972
419	0.003591923972
420	0.003591923972
421	0.003591923972
422	0.003591923972
423	0.003591923972
424	0.003591923972
425	0.003591923972
426	0.003591923972
427	0.003591923972
428	0.003591923972
429	0.003591923972
430	0.003591923972
431	0.003591923972
432	0.003591923972
433	0.003591923972
434	0.003591923972
435	0.003591923972
436	0.003591923972
437	0.003591923972
438	0.003591923972
439	0.003591923972
440	0.003591923972
441	0.003591923972
442	0.003591923972
443	0.003591923972
